,track_id,artist_id,artist_name,artist_popularity,artist_followers,artist_genres,instrumentalness,duration_ms,time_signature,acousticness,speechiness,energy,loudness,tempo,key,valence,danceability,liveness
52,0M2Mt7RzKZb9LNRFbNulKO,3oKRxpszQKUjjaHz388fVA,Parcels,66,102556,"aussietronica,french indietronica",0.257,274146,4,0.168,0.0405,0.64,-6.488,123.03,5,0.664,0.826,0.105
53,0gPVEAjbO8oQyCEVE6oudx,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,88,10134423,"british invasion,merseybeat,psychedelic rock,rock",0.141,269773,4,0.000218,0.0913,0.884,-7.21,167.748,4,0.248,0.22,0.828
54,3tEtIXkQ5vvHKYesCBm9Bt,2rChxbkkh2U5ZrPuShKmTZ,My Nu Leng,50,28541,"deep groove house,house,uk garage",0.0374,231500,4,0.0468,0.0373,0.838,-5.432,133.989,9,0.0772,0.31,0.158
55,1XLYW1GpKMHNLqrIw4ITgx,7zrkALJ9ayRjzysp4QYoEg,Maribou State,64,97683,"future garage,indie r&b,indietronica",0.65,240000,4,0.0429,0.0422,0.695,-9.533,117.025,10,0.451,0.77,0.0735
56,40gB8TLrDzmUDX2a5fkjgp,7yxi31szvlbwvKq9dYOmFI,Jon Hopkins,64,228307,"ambient,compositional ambient,electronic,fourth world,indietronica",0.906,511543,4,0.00694,0.0368,0.798,-9.09,126.99,11,0.0241,0.641,0.112
57,115O7VPPJE9HrVEKe1xebx,44z1nVVXZE8d4njcQmQLWc,Objekt,41,15703,"bass music,dub techno,float house,fluxwork,future garage,intelligent dance music,mandible,microhouse,minimal techno,outsider house,wonky",0.884,564671,4,0.0432,0.107,0.905,-11.374,133.006,10,0.331,0.767,0.117
58,0ORXqpRbjlmqLUi8OxZrZk,1mLS2uPZDkqUlQVQf3o5YA,Sid Vashi,0,43,,0.0149,347986,4,0.397,0.0873,0.714,-10.329,119.972,2,0.654,0.706,0.0673
59,3u2R3fpfSNwvEWDzSVcXVS,7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,70,321261,"bow pop,chamber pop,compositional ambient,focus,icelandic classical,neoclassical",0.889,390691,4,0.779,0.0481,0.479,-15.03,140.011,4,0.0367,0.397,0.0887
60,7fRvTEbngyFprSPRvRDyM8,7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,70,321261,"bow pop,chamber pop,compositional ambient,focus,icelandic classical,neoclassical",0.928,281500,4,0.978,0.0374,0.363,-17.123,107.986,1,0.741,0.61,0.108
61,3298yRJKPcCndQdNiTZKIo,7mEIug7XUlQHikrFxjTWes,Neil Diamond,69,592128,"adult standards,brill building pop,christmas,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.00017,203573,4,0.589,0.0284,0.127,-16.057,62.829,11,0.527,0.538,0.238
62,52wqQ0URhqq4d15tHgKGQd,7eZRt08LoDy0nfIS6OwyMP,Fatima Yamaha,49,49195,,0.906,446510,4,0.123,0.168,0.521,-9.381,120.021,8,0.765,0.808,0.336
63,4x4g6v6b54vD1LmjreABrY,7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,70,321261,"bow pop,chamber pop,compositional ambient,focus,icelandic classical,neoclassical",0.879,238429,4,0.982,0.0436,0.191,-19.987,120.009,3,0.0885,0.743,0.0909
64,4rv3UTtKes3ICbrUAV3XWy,1SFqXNEGetmMW6VPZseNqy,Kelly Moran,37,2597,"electra,fluxwork",0.972,285315,3,0.509,0.0374,0.485,-14.625,113.129,3,0.0935,0.369,0.109
65,1SEdAxQxJBIREiBhj0OhvI,3s9dByBqCrJP6KNZBSw2R0,The Invisible,33,9273,,0.808,444879,4,0.0236,0.0414,0.562,-12.492,112.005,1,0.106,0.657,0.074
66,3yWl69NlEkqdGDUtLzDQl4,5I5iKldB6ajelADVOi4UKG,Dubiosity,15,344,,0.857,407412,4,0.228,0.0736,0.536,-13.778,125.036,1,0.0748,0.696,0.141
67,78jIj6Ph2364zg1ZVIvbIN,3WTWOrIS77vY3hkCFqTyIw,Howling,48,32324,microhouse,0.0558,485221,4,0.00628,0.0321,0.549,-10.731,124.979,6,0.125,0.615,0.111
68,58IFNg4ttwvViDTuO11MDT,2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,63,48676,"deep house,disco house,house,tropical house",0.916,403960,4,0.000658,0.0713,0.525,-8.714,119.994,1,0.571,0.842,0.0264
69,04JOneSXzqAz9V64gpYwUG,4YDUa4vMajWyirBG0PiGwX,Uniile,20,34,,0.789,385921,4,0.00781,0.0488,0.729,-8.816,124.997,8,0.486,0.827,0.0893
70,3Iz0b4Ud9KRawjhBiKMP5A,0DA55Vzg7t4Vl2tKXspXjX,Midas 104,33,3847,deep melodic euro house,0.873,348470,4,0.0837,0.0905,0.481,-13.575,117.003,8,0.232,0.76,0.0955
71,1qyn05p64r1CRkq43bDN46,4HwlolvniI44ETSg5tajeZ,Djrum,39,10318,"bass music,electronic,float house,fluxwork,future garage,microhouse,outsider house,substep,wonky",0.837,546667,4,0.499,0.0411,0.744,-16.027,135.002,11,0.0374,0.52,0.566
72,4bNyYgiyTtdcCMirzwFVIf,4lu50np3LdTkRL09T7x8UP,Agoria,49,36548,"microhouse,minimal techno,tech house",0.499,502002,4,0.000174,0.0397,0.619,-8.533,124.004,2,0.303,0.722,0.183
73,6wusaykbDmNIz8kxoGdXjC,4YC98qb8lOWTSNn6pzuQjl,Downtown Party Network,30,1926,balearic,0.351,400144,4,0.249,0.0498,0.787,-9.705,119.993,5,0.382,0.794,0.0938
74,6HsWWGN1Nfe1euQ8L9EmMq,2KYGpc3Hn1KG7uw7CxQB2y,MATRiXXMAN,30,6245,minimal dub,0.939,393177,4,0.866,0.0615,0.439,-16.992,127.001,1,0.208,0.698,0.106
75,5ySBb2ctQ3wlSHVgphxdYh,5mIowAJMp7RKNheelruV5z,&ME,50,13957,"afro house,deep disco house,deep melodic euro house,minimal tech house,tech house",0.708,481396,4,0.00372,0.0809,0.705,-8.182,120.001,7,0.472,0.758,0.0691
76,7A2yhrdnFspRjpX8RC8UW1,7fh7bwX9qV60tLxxsp9bTe,The Durutti Column,46,28417,"art pop,art rock,chamber psych,dance rock,dream pop,experimental,experimental rock,fourth world,industrial,new wave,no wave,post-punk,shoegaze,slow core,uk post-punk",0.765,256267,4,0.685,0.0374,0.391,-9.131,122.472,10,0.0769,0.47,0.479
77,4wSMi5urWxpBPbnWqfI1Ht,6BuDxEE5rfuYeyhxQsl53K,Andy Stott,46,37280,"ambient,art pop,bass music,chamber psych,chillwave,dark jazz,detroit techno,dub techno,electronic,escape room,experimental pop,float house,fluxwork,fourth world,future garage,indie r&b,indietronica,intelligent dance music,mandible,microhouse,minimal techno,outsider house,techno,vaporwave,wonky",0.894,389187,4,0.0286,0.0526,0.692,-10.121,136.995,7,0.164,0.657,0.11
78,00n6GK1jxXawn5LqyUR5fY,1jucBaHU995Lf7ViACscFu,Real Lies,37,7535,,9.61e-05,313120,4,0.0109,0.0582,0.774,-7.098,124.053,1,0.353,0.47,0.158
79,6n8Y8XOb39x1qHV3fNEqkR,4AQrqVz6BYwy29iMxcGtx7,Roosevelt,60,82080,"alternative dance,athens indie,chillwave,indie emo,indie poptimism,indietronica,nu disco,shimmer pop,shiver pop,vapor soul",0.892,342212,4,0.0523,0.0403,0.595,-12.346,124.004,6,0.581,0.704,0.0665
80,2tYctbOGPK2OZ2g2wKipgj,37YzpfBeFju8QRZ3g0Ha1Q,DJ Seinfeld,47,14450,"deep house,float house,fluxwork,future garage,lo-fi house,microhouse,outsider house",0.749,368000,4,0.0447,0.0428,0.838,-7.579,125.999,8,0.453,0.721,0.0445
81,1kDqntrhTIOeFyuQAJfTs0,4f2K0RSYyxP4TUyZu1azYB,Popof,42,42733,"deep minimal techno,minimal techno,tech house",0.923,428976,4,0.689,0.0475,0.874,-7.458,127.007,6,0.0611,0.602,0.103
82,5VhGhXlGUNTzSygUaC3VS7,24iyMncLWykfuMpJZcIjgn,Munk,34,8325,"electrofox,nu disco",0.844,414407,4,0.000323,0.039,0.664,-8.061,113.016,6,0.218,0.787,0.218
83,1VwVBoAHTtKYAqv4Qw1sWN,47YmGWaq0LIbK64RWleEEh,Claro Intelecto,29,7183,"detroit techno,dub techno,electro,float house,intelligent dance music,microhouse,minimal techno,outsider house,techno",0.91,372925,4,0.372,0.0402,0.932,-7.36,129.999,8,0.0322,0.74,0.168
84,6wUU6ff7O1jlE4NOrv01gI,7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,70,321261,"bow pop,chamber pop,compositional ambient,focus,icelandic classical,neoclassical",0.934,364648,4,0.968,0.0367,0.336,-17.407,140.037,8,0.0542,0.366,0.0898
85,2reVX2dNA3SwxgvjHNXStE,0ngUeF0DGpYmPec80MqSi1,Against All Logic,49,11202,,0.811,447950,4,0.191,0.0458,0.602,-8.466,116.003,4,0.135,0.802,0.106
86,5tIhRlNkApQJoDA8zhOBUY,0ngUeF0DGpYmPec80MqSi1,Against All Logic,49,11202,,0.695,351019,4,0.0108,0.0499,0.709,-5.928,100.492,2,0.279,0.795,0.105
87,2ZsbtrFluQsuzsJMApF6yw,0ngUeF0DGpYmPec80MqSi1,Against All Logic,49,11202,,0.786,405992,4,0.108,0.0478,0.871,-3.621,117.986,1,0.361,0.694,0.0636
88,39rvm2XzKyw4dsGLKvdDQV,0ngUeF0DGpYmPec80MqSi1,Against All Logic,49,11202,,0.853,293060,4,0.000462,0.0323,0.836,-5.117,110.979,5,0.498,0.673,0.0693
89,20nDYyRNL4u5Kukzy1pL6z,1ChtRJ3f4rbv4vtz87i6CD,Cassian,46,4910,"filter house,nu disco",0.928,301073,4,0.00104,0.0546,0.868,-6.597,122.023,8,0.441,0.709,0.0497
90,31PrNdNF7syFb3QbE1f20K,755GG4WXDoBMcDlcBEwgp3,Oceantied,1,107,indian indie,0.818,253400,4,0.0584,0.0822,0.872,-7.935,160.042,4,0.371,0.639,0.0993
91,0CgVrLyVOc7d0zXGAh9qDN,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.908,150201,4,0.000351,0.107,0.307,-9.472,130.038,7,0.595,0.675,0.127
92,7Ia4W2LWgQL2GCK3MpUTdx,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.898,273600,4,0.000108,0.055,0.924,-4.699,107.035,9,0.0662,0.669,0.123
93,3Fze0UYddiC4Ttm7MjZAk1,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.19,239333,4,0.00918,0.171,0.995,-4.102,130.016,7,0.0959,0.572,0.354
94,63vl9Q4qvKX4zZqtCMC9ZH,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.0404,249373,4,0.00062,0.0397,0.712,-4.553,100.968,8,0.0883,0.7,0.374
95,52A2Y6TDEADBLOJ713sE4K,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.939,288787,4,0.00741,0.0664,0.824,-5.176,102.987,2,0.0895,0.699,0.198
96,5Zpz5P2xyLwULnB8ZHyH4w,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.926,247603,3,0.0619,0.0741,0.934,-4.822,108.982,7,0.0708,0.682,0.106
97,4aT9Pm5jhQBepwqyyuNbTT,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,66,196969,"destroy techno,electro house",0.788,233966,4,0.00268,0.0654,0.548,-5.447,101.033,6,0.193,0.748,0.196
98,4LJbxNl8BqduezhuU47DW9,4qG1qjeHfkASTdyRGbLWbV,FJAAK,40,14425,"float house,minimal dub,techno",0.849,392465,4,0.00116,0.15,0.619,-10.271,133.008,3,0.0737,0.794,0.111
99,18Dn9jBP5XfOh7qO1G8a0x,3layRuPL0WIjxUqG2ZEayz,Cybersonik,12,314,,0.902,347069,4,1.64e-05,0.0527,0.676,-9.923,125.791,7,0.183,0.798,0.0958
100,28rApbB0uyy2tKtCOaHsp6,0IVcLMMbm05VIjnzPkGCyp,J Dilla,63,254912,"alternative hip hop,detroit hip hop,hip hop",0.824,201712,4,0.231,0.418,0.0635,-14.836,92.171,1,0.936,0.85,0.109
101,7qbaAsxBfMQGduJne2h2DC,48hfQjyF6ObmrMd0SqNH2V,D. Diggler,33,313,,0.9,409040,3,0.0107,0.0539,0.96,-5.935,127.994,8,0.608,0.689,0.15
102,5K8vbcePof0ov2pVl7vA7S,2xiTOSr9ymuHpWFAgSw6sR,Klaudia Gawlas,41,11572,deep minimal techno,0.889,373023,4,0.00104,0.0926,0.656,-11.806,129.004,10,0.035,0.799,0.101
103,1MRoQjQGHdgGVVlNP31lNZ,1Ma3pJzPIrAyYPNRkp3SUF,Ross from Friends,55,40841,"deep house,float house,fluxwork,indie r&b,lo-fi house",0.031,309355,4,0.0152,0.388,0.538,-7.595,125.98,1,0.289,0.8,0.126
104,2X6nSWWEyflGhHGeVFLuo7,3pqHn0bHhBjL0duQ5xesFe,SHDW,36,5058,minimal dub,0.926,360190,4,3.21e-05,0.0604,0.897,-7.136,133.991,11,0.0815,0.73,0.105
105,7j65181rWNroAwZakfm1s4,7aSsnDTH11xS2yIn6cNtsF,Mercer,58,21805,"brostep,deep big room,electro house,house",0.56,296000,4,0.00202,0.0655,0.862,-3.595,124.019,0,0.233,0.762,0.0635
106,0QwLdxDf8ad0dqOlv5m3wQ,7aSsnDTH11xS2yIn6cNtsF,Mercer,58,21805,"brostep,deep big room,electro house,house",0.0997,433831,4,0.0144,0.209,0.932,-3.546,125.005,1,0.242,0.75,0.101
107,2aZbaS03NIOIpM5bFeGpWJ,0GH3NHvWddE49Egn2D5aRg,Brame & Hamo,42,4323,"deep house,deep soul house,disco house,float house,minimal tech house",0.866,485580,4,0.00101,0.0522,0.827,-8.966,127.983,6,0.159,0.658,0.0615
108,3iVcZ5G6tvkXZkZKlMpIUs,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,91,11302682,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.0,219333,4,0.0742,0.238,0.766,-5.974,110.034,7,0.558,0.796,0.0827
109,1YRmwmoN3oBezY2ND8jhyH,73A3bLnfnz5BoQjb4gNCga,Bicep,59,96443,"deep house,electronic,float house,house",0.229,316602,4,0.0553,0.027,0.897,-5.96,123.017,1,0.399,0.589,0.105
110,7mtCIRf3pkpfplZdV9ydSo,4ufIEPfenNRKqn9as7ITyC,Shokh,13,85,,0.781,355276,4,0.00764,0.0511,0.902,-7.844,126.953,11,0.0744,0.626,0.0846
111,3Aarhm7kh3xvU6CgrjipM7,2ew9JvyyuOGkhahuwdovDq,Secondcity,52,36766,"deep groove house,disco house,house",0.452,458850,4,7.43e-05,0.0946,0.848,-8.635,126.001,5,0.289,0.618,0.0635
112,7j4IJvU4YII0h5IvvrhxC0,3ZqR0B8fKtwk5UeXQj9HfD,Juan Trujillo,4,57,,0.903,362813,4,5.25e-05,0.059,0.906,-8.599,128.984,1,0.033,0.766,0.108
113,6pGiB9t4M103Gki32zd72c,3QEeHLDl1Pk9xlAOm7413Q,Sharif Laffrey,16,229,,0.72,848016,4,0.00244,0.0602,0.617,-8.147,120.005,7,0.386,0.753,0.799
114,3NPfKJqusohaQ64qPBHSKy,5RXdPHNmsB6OQn8rUyRQtl,Raito,44,1676,,0.863,360505,4,0.000146,0.164,0.989,-4.003,128.003,7,0.222,0.757,0.0535
